perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(95, 0.85066676), (513, 0.80577266), (297, 0.78866243), (85, 0.7616269), (312, 0.45679682), (67, 0.45091462), (1044, 0.3987452), (164, 0.37926626), (110, 0.37436596), (627, 0.30782148), (493, 0.22611845), (339, 0.20619111), (566, 0.1602912), (970, 0.15253171), (548, 0.12744942), (238, 0.11661266), (535, 0.11284543), (458, 0.10603644), (675, 0.10462627), (448, 0.09380011)]","[95, 513, 297, 85, 312, 67, 1044, 164, 110, 627, 493, 339, 566, 970, 548, 238, 535, 458, 675, 448]",125,"[609, 268, 614, 123, 710, 128, 654, 179, 126, 699, 488, 163, 288, 194, 605, 84, 700, 58, 199, 512, 356, 133, 284, 156, 446, 12, 602, 184, 610, 31, 469, 616, 132, 237, 498, 215, 708, 655, 154, 39, 501, 695, 318, 152, 557, 653, 466, 173, 0, 63, 705, 504, 503, 510, 92, 603, 320, 496, 97, 481, 293, 222, 169, 220, 115, 81, 384, 204, 485, 217, 477, 650, 285, 508, 301, 703, 177, 160, 155, 693, 494, 520, 709, 701, 706, 167, 460, 483, 332, 3, 134, 21, 478, 197, 98, 474, 529, 333, 131, 190, 282, 198, 434, 628, 69, 692, 479, 181, 11, 711, 495, 651, 461, 193, 473, 49, 244, 59, 663, 509, 233, 55, 6, 182, 22]",58,"[517, 518, 8, 10, 524, 526, 15, 528, 530, 32, 47, 68, 581, 587, 588, 601, 99, 136, 143, 656, 662, 159, 161, 174, 175, 685, 178, 691, 185, 694, 696, 191, 697, 698, 196, 704, 202, 210, 229, 272, 273, 274, 275, 366, 370, 403, 413, 417, 419, 429, 431, 462, 702, 482, 707, 487, 492, 497]"
"[(513, 0.18633334), (85, 0.15464397), (297, 0.1486301), (312, 0.056408163), (110, 0.036471296), (95, 0.03332488), (67, 0.021437267), (164, 0.017325535), (627, 0.016928397), (1044, 0.014198779), (339, 0.012708748), (493, 0.01225111), (535, 0.012190681), (566, 0.009132098), (200, 0.008473765), (675, 0.008079028), (432, 0.008012119), (149, 0.007948899), (428, 0.007786841), (458, 0.007298423)]","[513, 85, 297, 312, 110, 95, 67, 164, 627, 1044, 339, 493, 535, 566, 200, 675, 432, 149, 428, 458]",38,"[154, 220, 483, 478, 503, 602, 497, 244, 272, 704, 0, 273, 68, 134, 332, 653, 217, 485, 182, 159, 461, 123, 403, 524, 318, 293, 155, 163, 517, 136, 282, 288, 177, 31, 460, 429, 609, 169]",145,"[512, 3, 6, 518, 8, 520, 10, 11, 12, 526, 15, 528, 529, 530, 21, 22, 32, 39, 557, 47, 49, 55, 58, 59, 63, 69, 581, 587, 588, 81, 84, 601, 603, 92, 605, 97, 98, 99, 610, 614, 616, 115, 628, 126, 128, 131, 132, 133, 650, 651, 654, 143, 655, 656, 662, 663, 152, 156, 160, 161, 167, 173, 174, 175, 685, 178, 179, 691, 181, 692, 184, 185, 693, 694, 695, 696, 190, 191, 697, 193, 194, 698, 196, 197, 198, 199, 703, 202, 706, 204, 708, 709, 710, 711, 210, 215, 222, 229, 233, 237, 268, 274, 275, 284, 285, 301, 320, 333, 356, 366, 370, 384, 413, 417, 419, 431, 434, 699, 446, 700, 701, 462, 702, 466, 469, 473, 474, 705, 477, 479, 481, 482, 707, 487, 488, 492, 494, 495, 496, 498, 501, 504, 508, 509, 510]"
"[(297, 0.53483033), (513, 0.5126436), (85, 0.47538245), (67, 0.20591661), (627, 0.16391319), (110, 0.13998334), (1044, 0.111322075), (493, 0.09946507), (312, 0.0970579), (95, 0.088753246), (164, 0.07363184), (535, 0.0660723), (339, 0.058053024), (566, 0.051703636), (432, 0.04474508), (675, 0.039919876), (970, 0.039327007), (149, 0.028354956), (428, 0.026265508), (238, 0.024661928)]","[297, 513, 85, 67, 627, 110, 1044, 493, 312, 95, 164, 535, 339, 566, 432, 675, 970, 149, 428, 238]",75,"[603, 134, 509, 610, 15, 133, 662, 152, 191, 332, 494, 698, 68, 588, 366, 496, 650, 179, 318, 194, 8, 184, 417, 293, 503, 156, 32, 711, 479, 708, 504, 273, 699, 237, 58, 692, 384, 663, 193, 229, 174, 700, 128, 702, 697, 160, 63, 217, 614, 126, 653, 222, 492, 709, 701, 704, 530, 190, 136, 696, 169, 482, 185, 274, 333, 161, 233, 488, 419, 529, 356, 601, 524, 654, 272]",108,"[0, 512, 3, 517, 6, 518, 520, 10, 11, 12, 526, 528, 21, 22, 31, 39, 557, 47, 49, 55, 59, 69, 581, 587, 81, 84, 602, 92, 605, 97, 98, 99, 609, 616, 115, 628, 123, 131, 132, 651, 143, 655, 656, 154, 155, 159, 163, 167, 173, 175, 685, 177, 178, 691, 181, 182, 693, 694, 695, 196, 197, 198, 199, 703, 202, 706, 204, 710, 210, 215, 220, 244, 268, 275, 282, 284, 285, 288, 301, 320, 370, 403, 413, 429, 431, 434, 446, 460, 461, 462, 466, 469, 473, 474, 705, 477, 478, 481, 483, 485, 707, 487, 495, 497, 498, 501, 508, 510]"
"[(513, 0.8107481), (297, 0.7955241), (85, 0.7860288), (95, 0.60642344), (67, 0.602162), (312, 0.5547546), (110, 0.5227439), (493, 0.42145398), (164, 0.36433116), (535, 0.3264745), (1044, 0.3176169), (566, 0.317596), (627, 0.31436864), (970, 0.2786625), (339, 0.27649182), (149, 0.26332858), (432, 0.24258976), (961, 0.2034971), (548, 0.20145707), (238, 0.18588687)]","[513, 297, 85, 95, 67, 312, 110, 493, 164, 535, 1044, 566, 627, 970, 339, 149, 432, 961, 548, 238]",155,"[190, 21, 132, 272, 333, 284, 31, 128, 356, 403, 512, 492, 496, 332, 123, 446, 419, 197, 39, 434, 477, 610, 3, 55, 301, 194, 517, 274, 185, 700, 217, 685, 650, 695, 429, 233, 474, 320, 99, 92, 461, 8, 178, 494, 482, 693, 10, 495, 58, 708, 710, 12, 68, 503, 63, 160, 529, 709, 167, 156, 199, 191, 268, 518, 47, 508, 0, 81, 469, 706, 473, 653, 654, 616, 169, 581, 159, 49, 59, 179, 510, 662, 175, 711, 196, 161, 557, 220, 229, 699, 215, 11, 32, 603, 273, 702, 202, 696, 177, 462, 663, 488, 628, 698, 605, 528, 485, 498, 466, 707, 601, 602, 413, 384, 703, 509, 15, 152, 244, 460, 614, 697, 69, 524, 97, 154, 6, 98, 651, 417, 705, 318, 526, 282, 431, 501, 173, 520, 530, 655, 701, 366, 163, 588, 609, 133, 22, 181, 288, 587, 478, 370, 134, 222, 237]",28,"[84, 115, 126, 131, 136, 143, 656, 155, 174, 691, 182, 692, 184, 694, 193, 198, 704, 204, 210, 275, 285, 293, 479, 481, 483, 487, 497, 504]"
"[(95, 0.6904972), (513, 0.6691659), (297, 0.6654152), (85, 0.6084747), (312, 0.4730001), (67, 0.3213156), (110, 0.32046664), (1044, 0.19545217), (627, 0.17172658), (339, 0.1469414), (164, 0.13788329), (493, 0.11559468), (535, 0.09991104), (566, 0.08219427), (149, 0.0627091), (238, 0.059599996), (961, 0.05639068), (432, 0.045580257), (970, 0.04396709), (548, 0.04300768)]","[95, 513, 297, 85, 312, 67, 110, 1044, 627, 339, 164, 493, 535, 566, 149, 238, 961, 432, 970, 548]",121,"[131, 656, 616, 701, 272, 482, 508, 703, 614, 651, 495, 320, 15, 173, 610, 6, 478, 10, 384, 32, 318, 700, 0, 154, 528, 492, 707, 698, 503, 497, 704, 301, 274, 691, 8, 708, 222, 333, 702, 3, 21, 115, 518, 97, 233, 356, 182, 293, 199, 695, 655, 530, 587, 134, 202, 487, 143, 417, 69, 155, 177, 190, 481, 220, 163, 494, 483, 485, 692, 11, 12, 55, 133, 685, 653, 474, 136, 601, 58, 59, 175, 174, 524, 156, 152, 696, 282, 609, 237, 68, 605, 126, 285, 288, 92, 699, 184, 169, 711, 512, 268, 473, 181, 429, 332, 526, 504, 284, 517, 132, 446, 650, 477, 178, 510, 167, 31, 49, 366, 229, 662]",62,"[520, 529, 22, 39, 557, 47, 63, 581, 588, 81, 84, 602, 603, 98, 99, 628, 123, 128, 654, 663, 159, 160, 161, 179, 185, 693, 694, 191, 697, 193, 194, 196, 197, 198, 706, 204, 709, 710, 210, 215, 217, 244, 273, 275, 370, 403, 413, 419, 431, 434, 460, 461, 462, 466, 469, 705, 479, 488, 496, 498, 501, 509]"
"[(513, 0.6572474), (297, 0.61603945), (85, 0.61181444), (95, 0.29012996), (67, 0.23786177), (1044, 0.17995903), (627, 0.15159328), (493, 0.13649039), (110, 0.118677095), (164, 0.118225515), (312, 0.11173436), (339, 0.09303042), (238, 0.078642674), (535, 0.074421406), (566, 0.07032155), (675, 0.05006168), (428, 0.041399136), (612, 0.03946604), (149, 0.039130118), (970, 0.038684532)]","[513, 297, 85, 95, 67, 1044, 627, 493, 110, 164, 312, 339, 238, 535, 566, 675, 428, 612, 149, 970]",64,"[10, 509, 191, 510, 318, 501, 55, 131, 69, 98, 487, 0, 695, 178, 268, 155, 229, 169, 494, 39, 602, 701, 419, 524, 530, 588, 301, 274, 616, 154, 517, 47, 196, 653, 272, 217, 462, 133, 520, 697, 332, 705, 656, 152, 115, 97, 492, 474, 483, 469, 587, 503, 614, 485, 199, 333, 709, 8, 663, 685, 504, 460, 711, 22]",119,"[512, 3, 6, 518, 11, 12, 526, 15, 528, 529, 21, 31, 32, 557, 49, 58, 59, 63, 68, 581, 81, 84, 601, 603, 92, 605, 99, 609, 610, 628, 123, 126, 128, 132, 134, 136, 650, 651, 654, 143, 655, 662, 156, 159, 160, 161, 163, 167, 173, 174, 175, 177, 179, 691, 181, 182, 692, 184, 185, 693, 694, 696, 190, 193, 194, 698, 197, 198, 703, 704, 202, 706, 204, 708, 710, 210, 215, 220, 222, 233, 237, 244, 273, 275, 282, 284, 285, 288, 293, 320, 356, 366, 370, 384, 403, 413, 417, 429, 431, 434, 699, 446, 700, 461, 702, 466, 473, 477, 478, 479, 481, 482, 707, 488, 495, 496, 497, 498, 508]"
"[(513, 0.82160914), (297, 0.8173794), (85, 0.80845445), (627, 0.5811686), (110, 0.5012733), (95, 0.4849657), (312, 0.4201375), (493, 0.31191248), (67, 0.28522766), (164, 0.25978792), (1044, 0.250505), (535, 0.1707579), (339, 0.13986729), (566, 0.13431013), (428, 0.13051869), (149, 0.12841097), (961, 0.12638293), (675, 0.122355685), (238, 0.115076385), (200, 0.10114017)]","[513, 297, 85, 627, 110, 95, 312, 493, 67, 164, 1044, 535, 339, 566, 428, 149, 961, 675, 238, 200]",153,"[461, 217, 526, 173, 462, 272, 605, 160, 282, 84, 31, 11, 156, 6, 163, 434, 190, 49, 10, 133, 482, 530, 204, 662, 487, 653, 174, 705, 403, 503, 197, 0, 384, 610, 191, 557, 318, 694, 495, 21, 413, 8, 15, 81, 68, 22, 429, 126, 97, 663, 614, 143, 704, 196, 474, 706, 701, 602, 293, 268, 167, 699, 92, 710, 233, 709, 419, 651, 504, 194, 152, 603, 654, 485, 136, 159, 697, 692, 198, 58, 700, 693, 691, 520, 99, 524, 131, 466, 479, 703, 356, 650, 128, 517, 175, 656, 273, 483, 446, 707, 284, 492, 616, 220, 528, 587, 332, 179, 702, 698, 154, 417, 63, 708, 460, 333, 696, 581, 178, 711, 477, 685, 47, 496, 32, 488, 473, 169, 185, 177, 193, 497, 628, 134, 39, 512, 275, 12, 508, 181, 494, 222, 481, 498, 510, 182, 55, 320, 59, 501, 288, 199, 123]",30,"[3, 518, 529, 69, 588, 601, 98, 609, 115, 132, 655, 155, 161, 184, 695, 202, 210, 215, 229, 237, 244, 274, 285, 301, 366, 370, 431, 469, 478, 509]"
"[(513, 0.7358373), (297, 0.71028686), (85, 0.64315414), (67, 0.59981114), (312, 0.5556032), (1044, 0.4521368), (95, 0.4330158), (493, 0.3305002), (110, 0.30621046), (627, 0.30343887), (164, 0.21223691), (535, 0.13646172), (339, 0.1210855), (566, 0.11500482), (432, 0.10632866), (970, 0.08439492), (149, 0.0789728), (238, 0.07886303), (675, 0.07784467), (448, 0.07720907)]","[513, 297, 85, 67, 312, 1044, 95, 493, 110, 627, 164, 535, 339, 566, 432, 970, 149, 238, 675, 448]",105,"[403, 503, 614, 479, 694, 8, 156, 196, 509, 692, 700, 210, 84, 199, 653, 518, 198, 97, 469, 708, 128, 173, 496, 55, 3, 202, 197, 126, 494, 163, 431, 99, 123, 557, 581, 177, 31, 132, 685, 174, 705, 181, 699, 693, 217, 204, 193, 191, 510, 651, 320, 703, 21, 39, 706, 587, 134, 709, 656, 413, 356, 473, 237, 47, 184, 115, 133, 275, 143, 609, 220, 244, 98, 272, 32, 662, 481, 698, 49, 434, 63, 446, 485, 603, 333, 655, 178, 695, 697, 59, 461, 152, 11, 478, 182, 616, 131, 419, 417, 190, 160, 526, 185, 512, 293]",78,"[0, 517, 6, 520, 10, 12, 524, 15, 528, 529, 530, 22, 58, 68, 69, 588, 81, 601, 602, 92, 605, 610, 628, 136, 650, 654, 663, 154, 155, 159, 161, 167, 169, 175, 179, 691, 696, 194, 704, 710, 711, 215, 222, 229, 233, 268, 273, 274, 282, 284, 285, 288, 301, 318, 332, 366, 370, 384, 429, 701, 460, 462, 702, 466, 474, 477, 482, 483, 707, 487, 488, 492, 495, 497, 498, 501, 504, 508]"
"[(297, 0.41522026), (513, 0.34995994), (85, 0.34215856), (493, 0.0841765), (627, 0.08210445), (95, 0.077253334), (110, 0.07633407), (312, 0.06839922), (1044, 0.06181213), (535, 0.054359414), (67, 0.03918516), (164, 0.033067964), (339, 0.033028007), (566, 0.031042507), (970, 0.017713476), (961, 0.016686322), (612, 0.015514773), (448, 0.01416301), (200, 0.013954279), (432, 0.013808144)]","[297, 513, 85, 493, 627, 95, 110, 312, 1044, 535, 67, 164, 339, 566, 970, 961, 612, 448, 200, 432]",46,"[293, 605, 68, 284, 403, 272, 126, 384, 473, 217, 15, 320, 483, 492, 503, 273, 692, 698, 699, 708, 581, 485, 512, 460, 616, 182, 196, 478, 69, 520, 508, 21, 710, 204, 39, 190, 656, 155, 609, 133, 655, 134, 474, 160, 159, 479]",137,"[0, 3, 517, 6, 518, 8, 10, 11, 12, 524, 526, 528, 529, 530, 22, 31, 32, 557, 47, 49, 55, 58, 59, 63, 587, 588, 81, 84, 601, 602, 603, 92, 97, 98, 99, 610, 614, 115, 628, 123, 128, 131, 132, 136, 650, 651, 653, 654, 143, 662, 663, 152, 154, 156, 161, 163, 167, 169, 173, 174, 175, 685, 177, 178, 179, 691, 181, 184, 185, 693, 694, 695, 696, 191, 697, 193, 194, 197, 198, 199, 703, 704, 202, 706, 709, 711, 210, 215, 220, 222, 229, 233, 237, 244, 268, 274, 275, 282, 285, 288, 301, 318, 332, 333, 356, 366, 370, 413, 417, 419, 429, 431, 434, 446, 700, 701, 461, 462, 702, 466, 469, 705, 477, 481, 482, 707, 487, 488, 494, 495, 496, 497, 498, 501, 504, 509, 510]"
"[(513, 0.22669129), (297, 0.22420578), (85, 0.19572522), (95, 0.10097308), (312, 0.06235835), (67, 0.05537135), (1044, 0.04992844), (110, 0.04275571), (164, 0.02576907), (566, 0.020878293), (535, 0.019160436), (493, 0.019128876), (627, 0.018084867), (339, 0.01663733), (200, 0.010626124), (238, 0.010457415), (428, 0.009977864), (675, 0.009867069), (432, 0.008946774), (961, 0.00891052)]","[513, 297, 85, 95, 312, 67, 1044, 110, 164, 566, 535, 493, 627, 339, 200, 238, 428, 675, 432, 961]",33,"[654, 477, 184, 461, 485, 15, 198, 557, 217, 651, 193, 81, 31, 22, 191, 10, 518, 175, 293, 285, 84, 154, 39, 132, 155, 55, 692, 510, 320, 695, 706, 97, 700]",150,"[0, 512, 3, 517, 6, 8, 520, 11, 12, 524, 526, 528, 529, 530, 21, 32, 47, 49, 58, 59, 63, 68, 69, 581, 587, 588, 601, 602, 603, 92, 605, 98, 99, 609, 610, 614, 616, 115, 628, 123, 126, 128, 131, 133, 134, 136, 650, 653, 143, 655, 656, 662, 663, 152, 156, 159, 160, 161, 163, 167, 169, 173, 174, 685, 177, 178, 179, 691, 181, 182, 185, 693, 694, 696, 190, 697, 194, 698, 196, 197, 199, 703, 704, 202, 204, 708, 709, 710, 711, 210, 215, 220, 222, 229, 233, 237, 244, 268, 272, 273, 274, 275, 282, 284, 288, 301, 318, 332, 333, 356, 366, 370, 384, 403, 413, 417, 419, 429, 431, 434, 699, 446, 701, 460, 462, 702, 466, 469, 473, 474, 705, 478, 479, 481, 482, 483, 707, 487, 488, 492, 494, 495, 496, 497, 498, 501, 503, 504, 508, 509]"
"[(95, 0.56010914), (513, 0.53490746), (297, 0.49863344), (85, 0.44144675), (312, 0.32146564), (627, 0.18585435), (1044, 0.16655657), (110, 0.14920981), (67, 0.09496582), (493, 0.09278213), (566, 0.07462641), (164, 0.060251895), (339, 0.05842168), (149, 0.039561033), (535, 0.039296824), (961, 0.02997737), (612, 0.027794398), (548, 0.026348818), (1122, 0.025513617), (970, 0.024088254)]","[95, 513, 297, 85, 312, 627, 1044, 110, 67, 493, 566, 164, 339, 149, 535, 961, 612, 548, 1122, 970]",99,"[557, 193, 650, 229, 587, 63, 274, 370, 81, 693, 196, 173, 526, 610, 520, 663, 384, 509, 701, 282, 69, 99, 508, 222, 179, 524, 478, 21, 167, 706, 285, 155, 55, 284, 11, 496, 217, 199, 696, 191, 10, 161, 474, 210, 707, 473, 477, 460, 143, 333, 469, 419, 49, 518, 273, 275, 220, 487, 702, 692, 181, 512, 694, 434, 132, 156, 528, 204, 488, 332, 244, 115, 614, 175, 699, 501, 136, 703, 237, 616, 711, 483, 497, 177, 178, 710, 603, 152, 605, 202, 461, 656, 653, 288, 59, 662, 601, 403, 356]",84,"[0, 3, 517, 6, 8, 12, 15, 529, 530, 22, 31, 32, 39, 47, 58, 68, 581, 588, 84, 602, 92, 97, 98, 609, 628, 123, 126, 128, 131, 133, 134, 651, 654, 655, 154, 159, 160, 163, 169, 174, 685, 691, 182, 184, 185, 695, 190, 697, 194, 698, 197, 198, 704, 708, 709, 215, 233, 268, 272, 293, 301, 318, 320, 366, 413, 417, 429, 431, 446, 700, 462, 466, 705, 479, 481, 482, 485, 492, 494, 495, 498, 503, 504, 510]"
"[(297, 0.6498892), (513, 0.4610099), (85, 0.401731), (110, 0.205579), (312, 0.19137305), (95, 0.14241321), (1044, 0.100210845), (493, 0.07500565), (627, 0.06597895), (67, 0.05603092), (339, 0.04961521), (566, 0.04647233), (164, 0.045433972), (238, 0.03220893), (535, 0.024048304), (432, 0.020830441), (970, 0.018529238), (149, 0.017636538), (612, 0.015683195), (675, 0.014381334)]","[297, 513, 85, 110, 312, 95, 1044, 493, 627, 67, 339, 566, 164, 238, 535, 432, 970, 149, 612, 675]",53,"[196, 655, 39, 656, 473, 154, 587, 163, 662, 98, 479, 8, 706, 602, 487, 485, 222, 477, 284, 199, 47, 132, 417, 588, 370, 356, 512, 650, 59, 616, 603, 481, 654, 609, 134, 333, 462, 177, 21, 605, 282, 143, 167, 694, 55, 174, 509, 697, 169, 557, 429, 518, 115]",130,"[0, 3, 517, 6, 520, 10, 11, 12, 524, 526, 15, 528, 529, 530, 22, 31, 32, 49, 58, 63, 68, 69, 581, 81, 84, 601, 92, 97, 99, 610, 614, 628, 123, 126, 128, 131, 133, 136, 651, 653, 663, 152, 155, 156, 159, 160, 161, 173, 175, 685, 178, 179, 691, 181, 182, 692, 184, 185, 693, 695, 696, 190, 191, 193, 194, 698, 197, 198, 703, 704, 202, 204, 708, 709, 710, 711, 210, 215, 217, 220, 229, 233, 237, 244, 268, 272, 273, 274, 275, 285, 288, 293, 301, 318, 320, 332, 366, 384, 403, 413, 419, 431, 434, 699, 446, 700, 701, 460, 461, 702, 466, 469, 474, 705, 478, 482, 483, 707, 488, 492, 494, 495, 496, 497, 498, 501, 503, 504, 508, 510]"
"[(513, 0.5439847), (297, 0.5279244), (85, 0.46618834), (95, 0.20521381), (110, 0.14995891), (627, 0.14803733), (67, 0.14301734), (1044, 0.13851656), (493, 0.09584536), (312, 0.09423474), (164, 0.07237205), (535, 0.05631276), (339, 0.054060563), (428, 0.03990145), (566, 0.03209792), (548, 0.027725592), (970, 0.026905088), (675, 0.026796408), (432, 0.024553774), (200, 0.023552263)]","[513, 297, 85, 95, 110, 627, 67, 1044, 493, 312, 164, 535, 339, 428, 566, 548, 970, 675, 432, 200]",77,"[284, 488, 133, 320, 581, 191, 524, 8, 193, 697, 182, 173, 318, 132, 698, 700, 529, 603, 481, 39, 417, 504, 704, 520, 702, 21, 210, 429, 663, 178, 160, 485, 707, 662, 11, 282, 473, 134, 685, 601, 518, 244, 703, 179, 709, 384, 705, 528, 356, 99, 691, 478, 461, 285, 198, 177, 222, 466, 274, 413, 92, 155, 199, 469, 655, 474, 530, 136, 487, 215, 159, 693, 706, 503, 128, 55, 602]",106,"[0, 512, 3, 517, 6, 10, 12, 526, 15, 22, 31, 32, 557, 47, 49, 58, 59, 63, 68, 69, 587, 588, 81, 84, 605, 97, 98, 609, 610, 614, 616, 115, 628, 123, 126, 131, 650, 651, 653, 654, 143, 656, 152, 154, 156, 161, 163, 167, 169, 174, 175, 181, 692, 184, 185, 694, 695, 696, 190, 194, 196, 197, 202, 204, 708, 710, 711, 217, 220, 229, 233, 237, 268, 272, 273, 275, 288, 293, 301, 332, 333, 366, 370, 403, 419, 431, 434, 699, 446, 701, 460, 462, 477, 479, 482, 483, 492, 494, 495, 496, 497, 498, 501, 508, 509, 510]"
"[(513, 0.75724506), (297, 0.7357882), (85, 0.709118), (312, 0.54866195), (627, 0.45113125), (95, 0.38989717), (1044, 0.36506352), (110, 0.3582208), (164, 0.31870455), (493, 0.2900811), (67, 0.22865301), (535, 0.14726815), (566, 0.124934904), (970, 0.11991203), (339, 0.11510205), (548, 0.09136314), (675, 0.08763711), (448, 0.083346896), (961, 0.07770648), (1122, 0.07317337)]","[513, 297, 85, 312, 627, 95, 1044, 110, 164, 493, 67, 535, 566, 970, 339, 548, 675, 448, 961, 1122]",128,"[284, 115, 10, 557, 530, 460, 98, 282, 134, 417, 155, 39, 285, 695, 131, 477, 696, 32, 510, 504, 320, 174, 497, 167, 509, 128, 496, 175, 152, 655, 656, 478, 210, 704, 177, 651, 159, 707, 685, 474, 587, 709, 469, 694, 288, 199, 55, 498, 462, 169, 628, 610, 356, 31, 136, 196, 508, 485, 68, 581, 194, 503, 11, 370, 693, 473, 97, 244, 518, 708, 191, 616, 84, 653, 293, 6, 217, 705, 494, 697, 133, 501, 663, 69, 481, 178, 163, 333, 233, 197, 126, 301, 431, 272, 268, 275, 588, 222, 701, 204, 193, 160, 3, 132, 366, 711, 466, 403, 487, 700, 413, 601, 479, 698, 237, 482, 179, 63, 143, 699, 706, 173, 603, 15, 22, 332, 526, 528]",55,"[0, 512, 517, 8, 520, 12, 524, 529, 21, 47, 49, 58, 59, 81, 602, 92, 605, 99, 609, 614, 123, 650, 654, 662, 154, 156, 161, 691, 181, 182, 692, 184, 185, 190, 198, 703, 202, 710, 215, 220, 229, 273, 274, 318, 384, 419, 429, 434, 446, 461, 702, 483, 488, 492, 495]"
"[(513, 0.84483916), (297, 0.8375291), (85, 0.8144447), (110, 0.5428421), (1044, 0.44619173), (164, 0.41781613), (95, 0.391526), (493, 0.38289508), (67, 0.3739368), (312, 0.306509), (627, 0.28149393), (566, 0.2411772), (339, 0.20969255), (238, 0.17844497), (428, 0.17295173), (535, 0.16452435), (200, 0.15195695), (458, 0.11583664), (432, 0.1138297), (612, 0.112962306)]","[513, 297, 85, 110, 1044, 164, 95, 493, 67, 312, 627, 566, 339, 238, 428, 535, 200, 458, 432, 612]",166,"[497, 191, 701, 526, 8, 384, 92, 115, 22, 284, 185, 498, 194, 419, 10, 477, 429, 293, 663, 483, 320, 487, 272, 161, 518, 15, 123, 508, 650, 126, 588, 199, 706, 587, 710, 581, 528, 81, 332, 494, 460, 288, 446, 222, 703, 512, 193, 285, 461, 196, 699, 184, 167, 181, 557, 6, 233, 691, 356, 143, 431, 132, 711, 370, 134, 39, 160, 333, 488, 97, 705, 63, 601, 481, 697, 136, 178, 653, 68, 282, 495, 524, 274, 69, 59, 3, 695, 268, 202, 47, 656, 473, 530, 466, 702, 366, 32, 31, 229, 198, 84, 179, 156, 131, 696, 403, 603, 220, 154, 503, 215, 605, 55, 417, 469, 197, 11, 698, 128, 210, 509, 133, 163, 700, 0, 273, 529, 318, 662, 155, 693, 159, 301, 462, 190, 610, 99, 237, 685, 434, 482, 614, 275, 478, 474, 492, 413, 177, 609, 182, 654, 517, 707, 694, 479, 520, 510, 704, 504, 692, 708, 485, 496, 12, 655, 49]",17,"[21, 58, 602, 98, 616, 628, 651, 152, 169, 173, 174, 175, 204, 709, 217, 244, 501]"
"[(513, 0.5881779), (297, 0.57183754), (85, 0.53877515), (1044, 0.36256415), (67, 0.2504085), (110, 0.2496935), (627, 0.17332008), (164, 0.16463555), (95, 0.12592703), (493, 0.11395471), (312, 0.092828885), (339, 0.086723715), (535, 0.08440609), (566, 0.065639146), (970, 0.04685527), (1122, 0.039202515), (675, 0.03670112), (149, 0.03331739), (961, 0.029217416), (238, 0.02820569)]","[513, 297, 85, 1044, 67, 110, 627, 164, 95, 493, 312, 339, 535, 566, 970, 1122, 675, 149, 961, 238]",82,"[703, 696, 285, 654, 274, 190, 0, 275, 133, 220, 184, 63, 98, 526, 132, 605, 131, 508, 709, 705, 510, 22, 482, 175, 222, 700, 3, 694, 697, 268, 524, 229, 356, 504, 602, 497, 429, 152, 21, 609, 204, 68, 55, 10, 488, 47, 469, 194, 92, 610, 6, 529, 693, 528, 496, 244, 663, 474, 702, 333, 163, 272, 198, 293, 651, 466, 31, 479, 520, 628, 417, 384, 284, 49, 601, 446, 413, 273, 134, 155, 655, 501]",101,"[512, 517, 518, 8, 11, 12, 15, 530, 32, 39, 557, 58, 59, 69, 581, 587, 588, 81, 84, 603, 97, 99, 614, 616, 115, 123, 126, 128, 136, 650, 653, 143, 656, 662, 154, 156, 159, 160, 161, 167, 169, 173, 174, 685, 177, 178, 179, 691, 181, 182, 692, 185, 695, 191, 193, 698, 196, 197, 199, 704, 202, 706, 708, 710, 711, 210, 215, 217, 233, 237, 282, 288, 301, 318, 320, 332, 366, 370, 403, 419, 431, 434, 699, 701, 460, 461, 462, 473, 477, 478, 481, 483, 485, 707, 487, 492, 494, 495, 498, 503, 509]"
