perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index,top1_change,Top5_Jaccard,Top5_Rbo,Top5_ShiftRank,Top10_Jaccard,Top10_Rbo,Top10_ShiftRank,Top20_Jaccard,Top20_Rbo,Top20_ShiftRank
"[(180, 0.80572677), (221, 0.72075677), (116, 0.63800776), (95, 0.6105439), (78, 0.5642336), (747, 0.5283722), (356, 0.48624325), (88, 0.4403543), (596, 0.38977367), (10, 0.32184178), (472, 0.29099256), (37, 0.22803846), (497, 0.21672957), (147, 0.21580343), (446, 0.2049533), (280, 0.19916089), (595, 0.19476016), (519, 0.1818365), (1015, 0.17744648), (409, 0.14859384)]","[180, 221, 116, 95, 78, 747, 356, 88, 596, 10, 472, 37, 497, 147, 446, 280, 595, 519, 1015, 409]",12,"[401, 339, 689, 384, 49, 285, 293, 200, 526, 520, 5, 478]",9,"[6, 275, 482, 614, 297, 690, 241, 370, 506]",0,1.0,0.9,0,1.0,0.8954365079365079,0,1.0,0.9152589618843487,0
"[(180, 0.731838), (221, 0.5985962), (116, 0.52253985), (95, 0.46966475), (78, 0.39145824), (356, 0.30295187), (747, 0.28306136), (88, 0.26815754), (10, 0.23459099), (596, 0.23337208), (472, 0.1596223), (37, 0.12416851), (147, 0.11446269), (497, 0.11173345), (409, 0.111075975), (519, 0.108087674), (280, 0.104939245), (446, 0.10174159), (1015, 0.0894971), (595, 0.08910602)]","[180, 221, 116, 95, 78, 356, 747, 88, 10, 596, 472, 37, 147, 497, 409, 519, 280, 446, 1015, 595]",6,"[370, 297, 478, 401, 293, 6]",15,"[384, 5, 520, 200, 526, 275, 339, 285, 482, 614, 49, 689, 690, 241, 506]",0,1.0,0.9,0,1.0,0.9121031746031745,0,1.0,0.9296584716882703,0
"[(180, 0.5763474), (221, 0.4272064), (95, 0.23343235), (116, 0.21366236), (78, 0.1930044), (356, 0.18032986), (747, 0.16283937), (88, 0.14698747), (596, 0.12610365), (10, 0.1234181), (472, 0.07247918), (409, 0.05932541), (147, 0.051830452), (519, 0.05181396), (280, 0.0499449), (37, 0.048284605), (446, 0.04806831), (595, 0.047488563), (1015, 0.042435255), (497, 0.042061433)]","[180, 221, 95, 116, 78, 356, 747, 88, 596, 10, 472, 409, 147, 519, 280, 37, 446, 595, 1015, 497]",2,"[275, 370]",19,"[384, 5, 6, 520, 200, 526, 401, 339, 285, 478, 482, 293, 614, 297, 49, 689, 690, 241, 506]",0,1.0,0.8333333333333333,0,1.0,0.8787698412698411,0,1.0,0.9022408892706879,0
"[(180, 0.84519994), (221, 0.7553114), (116, 0.70846957), (95, 0.6569381), (78, 0.6210581), (747, 0.56496996), (356, 0.5181401), (88, 0.51215893), (10, 0.44199067), (596, 0.41251135), (472, 0.3266185), (409, 0.28584066), (37, 0.28317064), (147, 0.26541638), (446, 0.26454395), (595, 0.26338512), (519, 0.25307515), (1015, 0.23083077), (280, 0.23075874), (497, 0.2188799)]","[180, 221, 116, 95, 78, 747, 356, 88, 10, 596, 472, 409, 37, 147, 446, 595, 519, 1015, 280, 497]",16,"[384, 478, 285, 200, 614, 5, 401, 482, 506, 6, 49, 241, 370, 339, 689, 526]",5,"[520, 275, 293, 297, 690]",0,1.0,0.9,0,1.0,0.8954365079365079,0,1.0,0.9246584716882703,0
"[(180, 0.8032151), (221, 0.7038262), (116, 0.6871428), (95, 0.62243134), (747, 0.53037167), (78, 0.5133485), (88, 0.43048614), (596, 0.4286645), (10, 0.41661856), (356, 0.41047588), (472, 0.3285577), (37, 0.2504756), (497, 0.2440776), (280, 0.23807135), (595, 0.23036458), (519, 0.22357497), (446, 0.21652813), (409, 0.21634), (147, 0.20798448), (1015, 0.20150039)]","[180, 221, 116, 95, 747, 78, 88, 596, 10, 356, 472, 37, 497, 280, 595, 519, 446, 409, 147, 1015]",16,"[520, 339, 689, 506, 690, 6, 297, 478, 285, 384, 526, 241, 293, 5, 482, 275]",5,"[200, 401, 614, 49, 370]",0,0.6666666666666666,0.86,0,1.0,0.8629365079365078,0,1.0,0.8882774455936222,0
"[(180, 0.7557004), (221, 0.5349918), (95, 0.5017333), (116, 0.4892016), (78, 0.42864195), (747, 0.39846012), (356, 0.3490382), (88, 0.3161728), (10, 0.30799946), (596, 0.28057244), (472, 0.20246634), (409, 0.15141065), (147, 0.14926599), (497, 0.14339158), (37, 0.14256388), (280, 0.13934852), (595, 0.13538176), (519, 0.13440844), (446, 0.13205567), (1015, 0.11587226)]","[180, 221, 95, 116, 78, 747, 356, 88, 10, 596, 472, 409, 147, 497, 37, 280, 595, 519, 446, 1015]",7,"[614, 370, 384, 526, 49, 275, 401]",14,"[5, 6, 520, 200, 339, 285, 478, 482, 293, 297, 689, 690, 241, 506]",0,1.0,0.8333333333333333,0,1.0,0.8621031746031745,0,1.0,0.8938062917474682,0
"[(180, 0.8731756), (221, 0.7852854), (116, 0.7545386), (95, 0.71540534), (78, 0.6593305), (747, 0.57869166), (356, 0.5756583), (10, 0.5569677), (88, 0.5438118), (596, 0.496671), (472, 0.4262901), (409, 0.33522123), (37, 0.32779554), (519, 0.31985334), (497, 0.31598976), (280, 0.31410062), (147, 0.30783123), (446, 0.29079083), (595, 0.28015476), (1015, 0.27730677)]","[180, 221, 116, 95, 78, 747, 356, 10, 88, 596, 472, 409, 37, 519, 497, 280, 147, 446, 595, 1015]",20,"[478, 690, 275, 689, 5, 614, 370, 339, 6, 200, 241, 401, 384, 482, 297, 526, 49, 285, 293, 520]",1,[506],0,1.0,0.9,0,1.0,0.8954365079365079,0,1.0,0.9139269553975436,0
"[(180, 0.8702771), (221, 0.76775956), (116, 0.71134204), (95, 0.66250396), (78, 0.6023661), (356, 0.57079005), (747, 0.5558797), (88, 0.55458486), (10, 0.51079726), (596, 0.49408507), (472, 0.38524872), (409, 0.3190558), (37, 0.3015757), (147, 0.29761198), (497, 0.28832808), (519, 0.27958527), (446, 0.27058482), (595, 0.24613357), (280, 0.24550013), (1015, 0.23840296)]","[180, 221, 116, 95, 78, 356, 747, 88, 10, 596, 472, 409, 37, 147, 497, 519, 446, 595, 280, 1015]",19,"[506, 689, 384, 690, 297, 401, 6, 285, 339, 478, 275, 293, 370, 526, 241, 5, 49, 520, 200]",2,"[482, 614]",0,1.0,0.9,0,1.0,0.9121031746031745,0,1.0,0.938009004884005,0
"[(180, 0.8316247), (221, 0.7169214), (95, 0.6539606), (116, 0.63615113), (78, 0.5837708), (356, 0.49729082), (88, 0.49578324), (747, 0.4828397), (10, 0.4369763), (596, 0.41803718), (472, 0.31690267), (409, 0.26533416), (147, 0.24556229), (280, 0.23687626), (37, 0.2260198), (446, 0.2256966), (497, 0.22358608), (595, 0.21546759), (1015, 0.20499139), (519, 0.19875014)]","[180, 221, 95, 116, 78, 356, 88, 747, 10, 596, 472, 409, 147, 280, 37, 446, 497, 595, 1015, 519]",13,"[520, 339, 478, 506, 690, 5, 482, 285, 526, 401, 241, 614, 689]",8,"[384, 6, 200, 275, 293, 297, 49, 370]",0,1.0,0.8333333333333333,0,1.0,0.8930555555555555,0,1.0,0.9127170797468784,0
"[(180, 0.7711516), (221, 0.5956956), (95, 0.56210375), (116, 0.5519515), (78, 0.44626796), (747, 0.39463574), (356, 0.39222005), (88, 0.36913282), (10, 0.32519436), (596, 0.3147453), (472, 0.22142212), (37, 0.17315482), (409, 0.16980194), (147, 0.16300459), (280, 0.15242141), (497, 0.14503345), (446, 0.14483227), (595, 0.13809608), (519, 0.13168424), (1015, 0.12620446)]","[180, 221, 95, 116, 78, 747, 356, 88, 10, 596, 472, 37, 409, 147, 280, 497, 446, 595, 519, 1015]",7,"[6, 339, 370, 293, 506, 200, 297]",14,"[384, 5, 520, 526, 401, 275, 285, 478, 482, 614, 49, 689, 690, 241]",0,1.0,0.8333333333333333,0,1.0,0.8621031746031745,0,1.0,0.9041650506356389,0
"[(180, 0.84632576), (221, 0.74067736), (116, 0.6882225), (95, 0.68102515), (78, 0.6138946), (747, 0.57539004), (356, 0.5450523), (88, 0.51424754), (10, 0.5008878), (596, 0.4834212), (472, 0.37861085), (37, 0.28506133), (446, 0.28143448), (595, 0.2738788), (519, 0.26991156), (147, 0.26933038), (280, 0.26829928), (409, 0.25285712), (1015, 0.24042112), (497, 0.21752676)]","[180, 221, 116, 95, 78, 747, 356, 88, 10, 596, 472, 37, 446, 595, 519, 147, 280, 409, 1015, 497]",12,"[5, 689, 520, 297, 49, 482, 200, 384, 614, 293, 285, 690]",9,"[6, 526, 401, 275, 339, 478, 241, 370, 506]",0,1.0,0.9,0,1.0,0.8954365079365079,0,1.0,0.9188967823971692,0
"[(180, 0.84597343), (221, 0.75741696), (116, 0.68786705), (95, 0.64749867), (78, 0.62064415), (747, 0.59631264), (356, 0.56566125), (88, 0.535941), (596, 0.4927175), (10, 0.45961076), (472, 0.37725592), (37, 0.30132082), (409, 0.29773927), (147, 0.29473332), (280, 0.27911228), (446, 0.27114525), (497, 0.2709845), (519, 0.25457504), (595, 0.23712616), (1015, 0.2177036)]","[180, 221, 116, 95, 78, 747, 356, 88, 596, 10, 472, 37, 409, 147, 280, 446, 497, 519, 595, 1015]",15,"[339, 614, 689, 293, 478, 275, 401, 690, 520, 526, 482, 297, 5, 285, 49]",6,"[384, 6, 200, 241, 370, 506]",0,1.0,0.9,0,1.0,0.8954365079365079,0,1.0,0.9239567173023054,0
"[(180, 0.78894335), (221, 0.6597279), (116, 0.57932013), (95, 0.5616186), (78, 0.418694), (356, 0.39316925), (747, 0.37715298), (88, 0.36893585), (596, 0.3145992), (10, 0.26341495), (472, 0.22801019), (37, 0.18040593), (409, 0.16858117), (519, 0.15811387), (280, 0.15533876), (446, 0.15425447), (497, 0.15330835), (595, 0.14925174), (1015, 0.13172817), (147, 0.112147465)]","[180, 221, 116, 95, 78, 356, 747, 88, 596, 10, 472, 37, 409, 519, 280, 446, 497, 595, 1015, 147]",8,"[689, 339, 275, 6, 49, 293, 520, 401]",13,"[384, 5, 200, 526, 285, 478, 482, 614, 297, 690, 241, 370, 506]",0,1.0,0.9,0,1.0,0.9121031746031745,0,1.0,0.9227537097835083,0
"[(180, 0.86453545), (221, 0.79913276), (116, 0.7522422), (78, 0.6531653), (356, 0.62020385), (95, 0.60809517), (747, 0.56442475), (88, 0.5571463), (10, 0.5461837), (596, 0.49798977), (472, 0.39923245), (37, 0.32734394), (409, 0.32535225), (147, 0.31524703), (519, 0.30582598), (497, 0.30449846), (595, 0.29974303), (280, 0.2918352), (446, 0.2640962), (1015, 0.26229513)]","[180, 221, 116, 78, 356, 95, 747, 88, 10, 596, 472, 37, 409, 147, 519, 497, 595, 280, 446, 1015]",19,"[241, 614, 293, 482, 297, 526, 401, 200, 339, 506, 478, 384, 6, 689, 285, 275, 520, 370, 49]",2,"[5, 690]",0,0.6666666666666666,0.8099999999999999,0,1.0,0.8671031746031745,0,1.0,0.9097900506356389,0
"[(180, 0.87268656), (221, 0.7573151), (116, 0.7086164), (95, 0.69105774), (78, 0.6446205), (747, 0.59667), (356, 0.591532), (596, 0.53434575), (10, 0.5200761), (88, 0.49525744), (472, 0.4221409), (37, 0.3463828), (147, 0.33895037), (409, 0.33373892), (446, 0.33276406), (280, 0.32384405), (595, 0.3164737), (497, 0.30121943), (1015, 0.29351163), (519, 0.28902385)]","[180, 221, 116, 95, 78, 747, 356, 596, 10, 88, 472, 37, 147, 409, 446, 280, 595, 497, 1015, 519]",20,"[482, 200, 293, 506, 526, 614, 297, 339, 401, 478, 689, 241, 275, 285, 6, 520, 370, 5, 49, 690]",1,[384],0,1.0,0.9,0,1.0,0.8829365079365079,0,1.0,0.9154672952176821,0
"[(180, 0.7013002), (221, 0.51827466), (116, 0.39614552), (95, 0.39562765), (747, 0.32527164), (356, 0.29418498), (78, 0.289394), (88, 0.23008853), (596, 0.19561842), (10, 0.19020699), (472, 0.13211122), (37, 0.10541991), (409, 0.09679678), (497, 0.093637444), (446, 0.09189946), (595, 0.09007218), (280, 0.08721934), (147, 0.086024866), (1015, 0.07773596), (519, 0.07501836)]","[180, 221, 116, 95, 747, 356, 78, 88, 596, 10, 472, 37, 409, 497, 446, 595, 280, 147, 1015, 519]",3,"[200, 401, 5]",18,"[384, 6, 520, 526, 275, 339, 285, 478, 482, 293, 614, 297, 49, 689, 690, 241, 370, 506]",0,0.6666666666666666,0.86,0,1.0,0.8754365079365078,0,1.0,0.9016875333129202,0
"[(180, 0.744514), (221, 0.57806236), (95, 0.4896505), (78, 0.42522347), (116, 0.4073592), (356, 0.34683567), (88, 0.31674233), (747, 0.29375297), (10, 0.27841875), (596, 0.26019862), (472, 0.16121888), (37, 0.14235418), (409, 0.13531801), (147, 0.13357536), (595, 0.12079406), (280, 0.11692739), (446, 0.11681086), (519, 0.11430462), (497, 0.10720605), (1015, 0.10293699)]","[180, 221, 95, 78, 116, 356, 88, 747, 10, 596, 472, 37, 409, 147, 595, 280, 446, 519, 497, 1015]",8,"[482, 401, 526, 200, 689, 520, 293, 49]",13,"[384, 5, 6, 275, 339, 285, 478, 614, 297, 690, 241, 370, 506]",0,1.0,0.7833333333333333,0,1.0,0.8680555555555556,0,1.0,0.9042000646412411,0
"[(180, 0.6728682), (221, 0.61031353), (95, 0.47612184), (116, 0.44890708), (78, 0.42974198), (356, 0.3699817), (747, 0.32764792), (88, 0.31805357), (596, 0.2601499), (10, 0.21767053), (472, 0.17419086), (409, 0.1428168), (37, 0.14228517), (280, 0.118533365), (519, 0.11541274), (446, 0.11241779), (497, 0.1105137), (595, 0.11001641), (1015, 0.10324569), (147, 0.08781534)]","[180, 221, 95, 116, 78, 356, 747, 88, 596, 10, 472, 409, 37, 280, 519, 446, 497, 595, 1015, 147]",4,"[285, 5, 275, 689]",17,"[384, 6, 520, 200, 526, 401, 339, 478, 482, 293, 614, 297, 49, 690, 241, 370, 506]",0,1.0,0.8333333333333333,0,1.0,0.8787698412698411,0,1.0,0.9060870431168417,0
"[(180, 0.6776803), (221, 0.49369), (116, 0.45094573), (95, 0.38651124), (78, 0.32764155), (747, 0.3103149), (356, 0.2900083), (88, 0.23386817), (596, 0.1717533), (10, 0.164864), (472, 0.136935), (37, 0.1004658), (147, 0.0958235), (409, 0.093036056), (519, 0.089797676), (595, 0.08901609), (446, 0.087442115), (280, 0.08605175), (1015, 0.072145395), (497, 0.06360632)]","[180, 221, 116, 95, 78, 747, 356, 88, 596, 10, 472, 37, 147, 409, 519, 595, 446, 280, 1015, 497]",3,"[200, 689, 241]",18,"[384, 5, 6, 520, 526, 401, 275, 339, 285, 478, 482, 293, 614, 297, 49, 690, 370, 506]",0,1.0,0.9,0,1.0,0.8954365079365079,0,1.0,0.921325138354937,0
"[(180, 0.6592092), (221, 0.5442578), (116, 0.46299255), (78, 0.36869717), (95, 0.3652074), (356, 0.3104756), (747, 0.24876165), (596, 0.21117964), (88, 0.20145564), (10, 0.20082697), (472, 0.13075492), (147, 0.1083687), (409, 0.107961215), (37, 0.10754109), (519, 0.10085961), (595, 0.09791451), (280, 0.09618056), (446, 0.089297), (497, 0.08489324), (1015, 0.078737095)]","[180, 221, 116, 78, 95, 356, 747, 596, 88, 10, 472, 147, 409, 37, 519, 595, 280, 446, 497, 1015]",7,"[690, 293, 370, 384, 478, 482, 49]",14,"[5, 6, 520, 200, 526, 401, 275, 339, 285, 614, 297, 689, 241, 506]",0,1.0,0.85,0,1.0,0.8746031746031745,0,1.0,0.9067527203188968,0
"[(180, 0.6679488), (221, 0.50910497), (116, 0.45377263), (95, 0.41988719), (78, 0.35463592), (356, 0.25454295), (747, 0.24825053), (88, 0.2392928), (10, 0.20455429), (596, 0.19820943), (472, 0.14060508), (409, 0.11120106), (446, 0.096540876), (280, 0.09389569), (595, 0.093045436), (37, 0.09178411), (519, 0.09041057), (497, 0.086517185), (1015, 0.080543384), (147, 0.0732369)]","[180, 221, 116, 95, 78, 356, 747, 88, 10, 596, 472, 409, 446, 280, 595, 37, 519, 497, 1015, 147]",3,"[614, 401, 384]",18,"[5, 6, 520, 200, 526, 275, 339, 285, 478, 482, 293, 297, 49, 689, 690, 241, 370, 506]",0,1.0,0.9,0,1.0,0.9121031746031745,0,1.0,0.9166875333129202,0
"[(180, 0.7378027), (221, 0.6031088), (95, 0.4860766), (116, 0.47730908), (78, 0.45759726), (356, 0.38789865), (88, 0.35408226), (747, 0.3255768), (10, 0.3118424), (596, 0.3016331), (472, 0.19593605), (37, 0.15903254), (409, 0.15706156), (497, 0.1565504), (147, 0.15496774), (446, 0.15174708), (519, 0.14252178), (595, 0.14168993), (280, 0.1379568), (1015, 0.124769635)]","[180, 221, 95, 116, 78, 356, 88, 747, 10, 596, 472, 37, 409, 497, 147, 446, 519, 595, 280, 1015]",10,"[5, 241, 482, 384, 200, 293, 614, 6, 689, 49]",11,"[520, 526, 401, 275, 339, 285, 478, 297, 690, 370, 506]",0,1.0,0.8333333333333333,0,1.0,0.8930555555555555,0,1.0,0.9249137667887668,0
"[(180, 0.8273205), (221, 0.72824913), (95, 0.69225734), (116, 0.62545764), (356, 0.58563846), (747, 0.5737755), (78, 0.558742), (88, 0.54079175), (596, 0.50012714), (10, 0.48752803), (472, 0.40957376), (37, 0.32604405), (409, 0.32389984), (497, 0.31550658), (519, 0.3074221), (595, 0.29423514), (446, 0.28658417), (147, 0.2827885), (280, 0.2676736), (1015, 0.2560236)]","[180, 221, 95, 116, 356, 747, 78, 88, 596, 10, 472, 37, 409, 497, 519, 595, 446, 147, 280, 1015]",20,"[200, 384, 482, 526, 49, 339, 478, 275, 5, 506, 297, 6, 614, 689, 690, 401, 285, 520, 241, 370]",1,[293],0,0.6666666666666666,0.7933333333333333,0,1.0,0.8421031746031746,0,1.0,0.8900380665086548,0
"[(180, 0.8314542), (221, 0.7512085), (116, 0.6788321), (95, 0.6423617), (747, 0.57233274), (78, 0.5709252), (356, 0.55877656), (88, 0.52094513), (596, 0.48290536), (10, 0.47091937), (472, 0.37619415), (409, 0.30077818), (497, 0.27302694), (446, 0.27247435), (519, 0.26841754), (147, 0.2659034), (280, 0.26553655), (37, 0.26511747), (595, 0.25292102), (1015, 0.2355814)]","[180, 221, 116, 95, 747, 78, 356, 88, 596, 10, 472, 409, 497, 446, 519, 147, 280, 37, 595, 1015]",18,"[275, 297, 5, 478, 520, 370, 690, 689, 339, 401, 506, 526, 482, 200, 384, 241, 285, 614]",3,"[6, 293, 49]",0,0.6666666666666666,0.86,0,1.0,0.8754365079365078,0,1.0,0.9032058015513897,0
"[(180, 0.77923113), (221, 0.7203646), (116, 0.68027365), (95, 0.65481716), (747, 0.5127575), (356, 0.5042305), (78, 0.4806161), (88, 0.45782164), (10, 0.41003373), (596, 0.4095657), (472, 0.3082798), (409, 0.24486533), (497, 0.2267548), (446, 0.22041173), (37, 0.21594909), (147, 0.21307363), (595, 0.21047987), (280, 0.20956716), (1015, 0.18579377), (519, 0.17936084)]","[180, 221, 116, 95, 747, 356, 78, 88, 10, 596, 472, 409, 497, 446, 37, 147, 595, 280, 1015, 519]",13,"[200, 5, 370, 339, 275, 384, 478, 401, 482, 6, 293, 297, 520]",8,"[526, 285, 614, 49, 689, 690, 241, 506]",0,0.6666666666666666,0.86,0,1.0,0.8754365079365078,0,1.0,0.9039075559373545,0
