user_id_hasCF,true_shift_rank,top5_index,top5_with_score
179,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
181,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
182,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
183,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
184,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
188,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
189,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
190,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
191,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
193,10,"[27, 7, 587, 120, 293]","[(27, 0.88156366), (7, 0.8102485), (587, 0.7387843), (120, 0.7149079), (293, 0.666934)]"
195,10,"[288, 327, 326, 507, 63]","[(288, 0.7685913), (327, 0.7303362), (326, 0.70604175), (507, 0.67860496), (63, 0.6668681)]"
199,10,"[288, 327, 326, 507, 63]","[(288, 0.7685913), (327, 0.7303362), (326, 0.70604175), (507, 0.67860496), (63, 0.6668681)]"
