user_id,num_interactions,top5_has_weights,top5_minCFset_index,top5_minCFset_weight,top5_gap,top5_top10pos_index,top5_top10pos_weights,top5_top10neg_index,top5_top10neg_weights,top5_sum_pos,top5_sum_neg,top10_has_weights,top10_minCFset_index,top10_minCFset_weight,top10_gap,top10_top10pos_index,top10_top10pos_weights,top10_top10neg_index,top10_top10neg_weights,top10_sum_pos,top10_sum_neg,top20_has_weights,top20_minCFset_index,top20_minCFset_weight,top20_gap,top20_top10pos_index,top20_top10pos_weights,top20_top10neg_index,top20_top10neg_weights,top20_sum_pos,top20_sum_neg
10,180,180,"[26, 37, 62]","[-0.3363100491393458, -0.3004271152804442, -0.2995258979045646]",-0.047838412100461525,"[48, 11, 62, 40, 38, 2, 0, 44, 20, 82]","[0.4023541742164075, 0.39824750946654225, 0.3125515501989019, 0.3005153627605524, 0.28962608836177356, 0.28816592647894196, 0.2866362049781542, 0.2557769459495245, 0.2542674203527878, 0.25287766088955205]","[26, 37, 62, 0, 14, 20, 24, 3, 70, 41]","[-0.3363100491393458, -0.3004271152804442, -0.2995258979045646, -0.27460328916970983, -0.25014475959243815, -0.2491171498827534, -0.21821621223960347, -0.21378687140552624, -0.20381007964120218, -0.20168766646500905]",10.251224315491472,-10.139648965715365,180,"[26, 37, 62]","[-0.3363100491393458, -0.3004271152804442, -0.2995258979045646]",-0.047838412100461525,"[48, 11, 62, 40, 38, 2, 0, 44, 20, 82]","[0.4023541742164075, 0.39824750946654225, 0.3125515501989019, 0.3005153627605524, 0.28962608836177356, 0.28816592647894196, 0.2866362049781542, 0.2557769459495245, 0.2542674203527878, 0.25287766088955205]","[26, 37, 62, 0, 14, 20, 24, 3, 70, 41]","[-0.3363100491393458, -0.3004271152804442, -0.2995258979045646, -0.27460328916970983, -0.25014475959243815, -0.2491171498827534, -0.21821621223960347, -0.21378687140552624, -0.20381007964120218, -0.20168766646500905]",10.251224315491472,-10.139648965715365,180,"[26, 37, 62]","[-0.3363100491393458, -0.3004271152804442, -0.2995258979045646]",-0.047838412100461525,"[48, 11, 62, 40, 38, 2, 0, 44, 20, 82]","[0.4023541742164075, 0.39824750946654225, 0.3125515501989019, 0.3005153627605524, 0.28962608836177356, 0.28816592647894196, 0.2866362049781542, 0.2557769459495245, 0.2542674203527878, 0.25287766088955205]","[26, 37, 62, 0, 14, 20, 24, 3, 70, 41]","[-0.3363100491393458, -0.3004271152804442, -0.2995258979045646, -0.27460328916970983, -0.25014475959243815, -0.2491171498827534, -0.21821621223960347, -0.21378687140552624, -0.20381007964120218, -0.20168766646500905]",10.251224315491472,-10.139648965715365
11,50,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0
12,635,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0
13,97,97,"[21, 3, 39, 34, 1, 40, 32, 20, 17, 6, 36, 46]","[-0.12421769363782452, -0.1081929110602988, -0.09714670381618049, -0.08683443590951925, -0.08629524444290201, -0.07511118784702185, -0.07181997252098227, -0.06923359092778252, -0.06854955319017875, -0.06014452524582587, -0.057730503889662436, -0.056474120311218665]",-0.030703079377317345,"[24, 11, 34, 37, 40, 15, 14, 8, 31, 39]","[0.10356865981665878, 0.09054624963146003, 0.08560114858443793, 0.07975970565939797, 0.07733153857176632, 0.06914077748305805, 0.06606529265204297, 0.06450479301096904, 0.06380511250069372, 0.0634533840901515]","[21, 3, 39, 34, 1, 40, 32, 20, 17, 6]","[-0.12421769363782452, -0.1081929110602988, -0.09714670381618049, -0.08683443590951925, -0.08629524444290201, -0.07511118784702185, -0.07181997252098227, -0.06923359092778252, -0.06854955319017875, -0.06014452524582587]",1.8359434486622546,-1.7669908120843347,97,"[21, 3, 39, 34, 1, 40, 32, 20, 17, 6, 36, 46]","[-0.12421769363782452, -0.1081929110602988, -0.09714670381618049, -0.08683443590951925, -0.08629524444290201, -0.07511118784702185, -0.07181997252098227, -0.06923359092778252, -0.06854955319017875, -0.06014452524582587, -0.057730503889662436, -0.056474120311218665]",-0.030703079377317345,"[24, 11, 34, 37, 40, 15, 14, 8, 31, 39]","[0.10356865981665878, 0.09054624963146003, 0.08560114858443793, 0.07975970565939797, 0.07733153857176632, 0.06914077748305805, 0.06606529265204297, 0.06450479301096904, 0.06380511250069372, 0.0634533840901515]","[21, 3, 39, 34, 1, 40, 32, 20, 17, 6]","[-0.12421769363782452, -0.1081929110602988, -0.09714670381618049, -0.08683443590951925, -0.08629524444290201, -0.07511118784702185, -0.07181997252098227, -0.06923359092778252, -0.06854955319017875, -0.06014452524582587]",1.8359434486622546,-1.7669908120843347,97,"[21, 3, 39, 34, 1, 40, 32, 20, 17, 6, 36, 46]","[-0.12421769363782452, -0.1081929110602988, -0.09714670381618049, -0.08683443590951925, -0.08629524444290201, -0.07511118784702185, -0.07181997252098227, -0.06923359092778252, -0.06854955319017875, -0.06014452524582587, -0.057730503889662436, -0.056474120311218665]",-0.030703079377317345,"[24, 11, 34, 37, 40, 15, 14, 8, 31, 39]","[0.10356865981665878, 0.09054624963146003, 0.08560114858443793, 0.07975970565939797, 0.07733153857176632, 0.06914077748305805, 0.06606529265204297, 0.06450479301096904, 0.06380511250069372, 0.0634533840901515]","[21, 3, 39, 34, 1, 40, 32, 20, 17, 6]","[-0.12421769363782452, -0.1081929110602988, -0.09714670381618049, -0.08683443590951925, -0.08629524444290201, -0.07511118784702185, -0.07181997252098227, -0.06923359092778252, -0.06854955319017875, -0.06014452524582587]",1.8359434486622546,-1.7669908120843347
14,103,103,[38],[-1.1984002435287229],-1.129796500415952,"[47, 35, 2, 23, 55, 52, 24, 17, 30, 21]","[0.9196360319545163, 0.8095792446105867, 0.7788498998240351, 0.7755554831843803, 0.7491526606462124, 0.7355246581628743, 0.7312370121008912, 0.7181397452418817, 0.7154816839544067, 0.67651972140576]","[38, 40, 16, 12, 35, 28, 32, 45, 6, 19]","[-1.1984002435287229, -1.1415402923100966, -1.0187590072999855, -0.9234167099404661, -0.9084334159960467, -0.8554788600709178, -0.8479322319163708, -0.8329482367116805, -0.8293401086570417, -0.802992659327517]",22.27835328018199,-21.34695702329476,103,[39],[-0.6534808719175579],-0.40781819691980836,"[41, 46, 51, 35, 44, 48, 31, 4, 23, 24]","[0.8250735414337909, 0.7355056673250225, 0.6257615349028312, 0.5938406637557171, 0.5102608895114394, 0.5008670608612538, 0.4749828291915483, 0.4703655240022783, 0.4663726589079317, 0.4403627814825953]","[39, 25, 15, 17, 42, 41, 26, 33, 34, 27]","[-0.6534808719175579, -0.6511339079257729, -0.6133317225386519, -0.6117997821027573, -0.5912991009320344, -0.5146891213054047, -0.4805908836681898, -0.46397025505876077, -0.4430196633527005, -0.4278942614700381]",14.448010008922267,-13.693672683920017,103,[39],[-0.6045149793885808],-0.27533978900028966,"[47, 42, 51, 48, 24, 36, 29, 25, 22, 16]","[0.66900262343528, 0.645566578703096, 0.4939145937016633, 0.47308741113324626, 0.46369742995383983, 0.4473023967150422, 0.4243198826225928, 0.4125345036170863, 0.40439939325287866, 0.3884480648871829]","[39, 42, 33, 24, 41, 14, 16, 25, 7, 26]","[-0.6045149793885808, -0.5406034867656229, -0.4843750532931847, -0.4749503217525521, -0.4552124720932472, -0.4511487318138442, -0.4205365978709735, -0.3871326243348551, -0.3762621084618456, -0.3603425268210891]",12.358201180287526,-11.687376370675818
15,139,139,"[24, 15, 18]","[-0.7478294222580364, -0.741940228055167, -0.7217687432752049]",-0.15348623096812308,"[0, 63, 68, 32, 57, 9, 62, 26, 36, 40]","[1.2113542328004425, 0.7882437004556396, 0.7835931763201545, 0.770510364566318, 0.6262990441018483, 0.6108997252659569, 0.5898295988306325, 0.5725677613166947, 0.5724000887050721, 0.5233908993419497]","[24, 15, 18, 14, 35, 34, 6, 42, 50, 9]","[-0.7478294222580364, -0.741940228055167, -0.7217687432752049, -0.7201523500329365, -0.7090201179485107, -0.696857507244826, -0.6924680825169164, -0.6886823762721254, -0.6163437569180396, -0.5555740407364941]",21.23331164262729,-22.291363805247574,139,[18],[-2.609519214995137],-0.30129178267876533,"[1, 62, 65, 52, 17, 32, 29, 41, 31, 12]","[1.923240154147918, 1.8012648874592563, 1.5088180682391108, 1.3640897513418577, 1.3311720381017977, 1.2656186900516637, 1.2007335621035726, 1.1628457452319874, 1.0972575742403312, 1.0346331676965008]","[18, 9, 38, 8, 24, 2, 3, 21, 33, 68]","[-2.609519214995137, -2.402867157042505, -1.6820627189568111, -1.3979307620344448, -1.3557591166411687, -1.3320649786074674, -1.2562231835821311, -1.1807176970041022, -1.177368719020549, -1.1178938195320758]",40.228053380657805,-41.53628081297418,139,"[18, 9]","[-1.409425559348308, -1.349168094768445]",-0.4970897887953978,"[1, 63, 66, 8, 43, 32, 60, 23, 17, 12]","[1.3789505344670243, 1.1969814985566334, 0.9361220953298705, 0.8332176530700675, 0.7880097142126964, 0.7106336434481952, 0.670348709187329, 0.5936939877014683, 0.5851052583641922, 0.5814279485684581]","[18, 9, 38, 8, 23, 34, 67, 24, 6, 3]","[-1.409425559348308, -1.349168094768445, -0.9368670609542977, -0.9073023125705312, -0.9004767942863733, -0.856447900559994, -0.8419792310876827, -0.8207157799683588, -0.8078290074716702, -0.778958972655149]",24.14637725549183,-25.407881120813187
16,27,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0
17,276,276,"[30, 19, 84, 55, 58, 109, 91]","[-0.19427300704052927, -0.16767678312937842, -0.14028196681505936, -0.14027413036677483, -0.13711173225396525, -0.12367910661061025, -0.12213001226274184]",-0.039988338024068884,"[74, 1, 139, 79, 10, 99, 67, 62, 106, 4]","[0.17995737939491055, 0.17817560197472113, 0.17101020404726983, 0.16766579347209964, 0.14757561208563702, 0.14287543385332332, 0.14097961533623973, 0.1321316234297319, 0.13182887792862694, 0.1281528667459851]","[30, 19, 84, 55, 58, 109, 91, 78, 116, 31]","[-0.19427300704052927, -0.16767678312937842, -0.14028196681505936, -0.14027413036677483, -0.13711173225396525, -0.12367910661061025, -0.12213001226274184, -0.11994106697415181, -0.1154866824794402, -0.11474997806883909]",7.131157013480566,-7.116595413935556,276,"[30, 19, 84, 55, 58, 109, 91]","[-0.19427300704052927, -0.16767678312937842, -0.14028196681505936, -0.14027413036677483, -0.13711173225396525, -0.12367910661061025, -0.12213001226274184]",-0.039988338024068884,"[74, 1, 139, 79, 10, 99, 67, 62, 106, 4]","[0.17995737939491055, 0.17817560197472113, 0.17101020404726983, 0.16766579347209964, 0.14757561208563702, 0.14287543385332332, 0.14097961533623973, 0.1321316234297319, 0.13182887792862694, 0.1281528667459851]","[30, 19, 84, 55, 58, 109, 91, 78, 116, 31]","[-0.19427300704052927, -0.16767678312937842, -0.14028196681505936, -0.14027413036677483, -0.13711173225396525, -0.12367910661061025, -0.12213001226274184, -0.11994106697415181, -0.1154866824794402, -0.11474997806883909]",7.131157013480566,-7.116595413935556,276,"[30, 19, 84, 55, 58, 109, 91]","[-0.19427300704052927, -0.16767678312937842, -0.14028196681505936, -0.14027413036677483, -0.13711173225396525, -0.12367910661061025, -0.12213001226274184]",-0.039988338024068884,"[74, 1, 139, 79, 10, 99, 67, 62, 106, 4]","[0.17995737939491055, 0.17817560197472113, 0.17101020404726983, 0.16766579347209964, 0.14757561208563702, 0.14287543385332332, 0.14097961533623973, 0.1321316234297319, 0.13182887792862694, 0.1281528667459851]","[30, 19, 84, 55, 58, 109, 91, 78, 116, 31]","[-0.19427300704052927, -0.16767678312937842, -0.14028196681505936, -0.14027413036677483, -0.13711173225396525, -0.12367910661061025, -0.12213001226274184, -0.11994106697415181, -0.1154866824794402, -0.11474997806883909]",7.131157013480566,-7.116595413935556
18,19,19,"[8, 7, 4, 0, 3, 6, 1, 9, 2, 5]","[-0.09560336559015813, -0.08843312140211089, -0.07006887309425762, -0.039574731395482114, -0.028643719697714645, -0.02819381321487878, -0.024470209017694, -0.015502305429184633, -0.007815223055764434, -0.0041784388286028856]",0.5930273941262896,"[4, 0, 3, 5, 8, 1, 7, 6, 2]","[0.08997622935756053, 0.07316010441820467, 0.054750572793737295, 0.05237615090322461, 0.04301961535471235, 0.03734483569533206, 0.028520076331246483, 0.0238938571192783, 0.003931163900414208]","[8, 7, 4, 0, 3, 6, 1, 9, 2, 5]","[-0.09560336559015813, -0.08843312140211089, -0.07006887309425762, -0.039574731395482114, -0.028643719697714645, -0.02819381321487878, -0.024470209017694, -0.015502305429184633, -0.007815223055764434, -0.0041784388286028856]",0.4069726058737105,-0.40248380072584816,19,"[8, 7, 4, 0, 3, 6, 1, 9, 2, 5]","[-0.09560336559015813, -0.08843312140211089, -0.07006887309425762, -0.039574731395482114, -0.028643719697714645, -0.02819381321487878, -0.024470209017694, -0.015502305429184633, -0.007815223055764434, -0.0041784388286028856]",0.5930273941262896,"[4, 0, 3, 5, 8, 1, 7, 6, 2]","[0.08997622935756053, 0.07316010441820467, 0.054750572793737295, 0.05237615090322461, 0.04301961535471235, 0.03734483569533206, 0.028520076331246483, 0.0238938571192783, 0.003931163900414208]","[8, 7, 4, 0, 3, 6, 1, 9, 2, 5]","[-0.09560336559015813, -0.08843312140211089, -0.07006887309425762, -0.039574731395482114, -0.028643719697714645, -0.02819381321487878, -0.024470209017694, -0.015502305429184633, -0.007815223055764434, -0.0041784388286028856]",0.4069726058737105,-0.40248380072584816,19,"[8, 7, 4, 0, 3, 6, 1, 9, 2, 5]","[-0.09560336559015813, -0.08843312140211089, -0.07006887309425762, -0.039574731395482114, -0.028643719697714645, -0.02819381321487878, -0.024470209017694, -0.015502305429184633, -0.007815223055764434, -0.0041784388286028856]",0.5930273941262896,"[4, 0, 3, 5, 8, 1, 7, 6, 2]","[0.08997622935756053, 0.07316010441820467, 0.054750572793737295, 0.05237615090322461, 0.04301961535471235, 0.03734483569533206, 0.028520076331246483, 0.0238938571192783, 0.003931163900414208]","[8, 7, 4, 0, 3, 6, 1, 9, 2, 5]","[-0.09560336559015813, -0.08843312140211089, -0.07006887309425762, -0.039574731395482114, -0.028643719697714645, -0.02819381321487878, -0.024470209017694, -0.015502305429184633, -0.007815223055764434, -0.0041784388286028856]",0.4069726058737105,-0.40248380072584816
19,47,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0
20,178,178,[],[],-4.925683404482349,"[47, 77, 70, 31, 68, 20, 21, 65, 58, 74]","[2.080154340317884, 1.9778598131378984, 1.9038692364661063, 1.7829516082309453, 1.6812118030883143, 1.3526355461729433, 1.3242943045502238, 1.291021341841432, 1.2890751653016863, 1.2774275559662502]","[32, 64, 41, 2, 10, 27, 0, 12, 49, 17]","[-1.6973766272412736, -1.6763126712798302, -1.5007372249595354, -1.4980303293646107, -1.4659017818121234, -1.4235176632403137, -1.3858149651084897, -1.3031620337160608, -1.2870030776552632, -1.2834436005370649]",57.582481249151726,-51.65679784466938,178,[],[],-3.5923431875675433,"[32, 41, 26, 92, 30, 78, 37, 63, 67, 69]","[2.085432421439833, 1.6494935124515124, 1.3963487064423004, 1.3364114629863435, 1.3313071712086468, 1.3312446742509352, 1.3032392757731972, 1.2797404671120582, 1.2633296216004553, 1.1811562957153656]","[55, 67, 60, 72, 70, 1, 45, 25, 46, 50]","[-1.6672145466212405, -1.5524661441286753, -1.5003553309833544, -1.4579190379260238, -1.4193142137532642, -1.3405983457573927, -1.3007690974857926, -1.273590154682258, -1.2661875235907467, -1.0459828019210153]",50.20395243598493,-45.61160924841739,178,[],[],-3.439297795689889,"[32, 77, 41, 92, 66, 68, 62, 57, 70, 30]","[1.6110976518165534, 1.2205452449315286, 1.151090736817514, 1.125628759200877, 1.06451559659419, 0.9419344821977365, 0.9413737883348662, 0.9069058033384969, 0.903561302036586, 0.8512502641026426]","[55, 1, 61, 73, 68, 45, 50, 32, 25, 3]","[-1.2651025560183806, -1.1717450725071568, -1.0957981568043513, -1.093996438599053, -1.00501863915713, -0.9643770663475875, -0.9134450330517009, -0.7951915023029458, -0.7901020932181533, -0.7639175315232957]",38.115505740454594,-33.676207944764705
21,127,127,"[40, 54]","[-0.3741039149162012, -0.3414916162697675]",-0.03783388520955472,"[52, 18, 16, 1, 60, 47, 30, 26, 33, 17]","[0.5195459616364451, 0.40983548865077424, 0.33261072961952687, 0.2808310240623189, 0.27405573132313993, 0.2582835210166799, 0.25260649201168794, 0.24706282034950008, 0.229895921724102, 0.22867944677334787]","[40, 54, 39, 11, 14, 43, 38, 15, 12, 46]","[-0.3741039149162012, -0.3414916162697675, -0.34066516704506866, -0.3181338792016043, -0.29990439307206257, -0.2817989138382182, -0.2546442035230812, -0.22661196769799213, -0.2146122198574789, -0.21077655458285127]",7.584842639142041,-7.262604285118455,127,"[9, 60, 44]","[-0.3086711806739434, -0.29889471057505634, -0.27511259222249823]",-0.20496333033167263,"[47, 16, 28, 55, 2, 42, 24, 14, 15, 31]","[0.38388567886880776, 0.3717137046936804, 0.22503448688432298, 0.2244861002140923, 0.22053861651474074, 0.21097559336793018, 0.19796911044144566, 0.1905791598100706, 0.18623757452218198, 0.176770803667062]","[9, 60, 44, 17, 48, 42, 33, 21, 39, 16]","[-0.3086711806739434, -0.29889471057505634, -0.27511259222249823, -0.23133108614183395, -0.22234920192409507, -0.2094711672370382, -0.19856442374635086, -0.19533414449099767, -0.1888122106150084, -0.18695059692067018]",5.975670819211547,-5.653385972351372,127,"[9, 60, 44]","[-0.3086711806739434, -0.29889471057505634, -0.27511259222249823]",-0.20496333033167263,"[47, 16, 28, 55, 2, 42, 24, 14, 15, 31]","[0.38388567886880776, 0.3717137046936804, 0.22503448688432298, 0.2244861002140923, 0.22053861651474074, 0.21097559336793018, 0.19796911044144566, 0.1905791598100706, 0.18623757452218198, 0.176770803667062]","[9, 60, 44, 17, 48, 42, 33, 21, 39, 16]","[-0.3086711806739434, -0.29889471057505634, -0.27511259222249823, -0.23133108614183395, -0.22234920192409507, -0.2094711672370382, -0.19856442374635086, -0.19533414449099767, -0.1888122106150084, -0.18695059692067018]",5.975670819211547,-5.653385972351372
22,150,150,[27],[-1.1638864943961547],-0.40212124936941396,"[49, 45, 4, 55, 40, 26, 29, 43, 50, 22]","[0.9244034645147906, 0.7669628748377614, 0.6540001675781305, 0.6356828810955256, 0.6345685784486094, 0.6288190430515225, 0.5897243729839605, 0.5661799737800912, 0.5445021522476562, 0.5182541074957479]","[27, 26, 8, 17, 72, 56, 77, 21, 73, 50]","[-1.1638864943961547, -0.9475167021504608, -0.8928814215710492, -0.6885182391927268, -0.6157621898019071, -0.5075423208983231, -0.48309696611166664, -0.4785894478740568, -0.47763547044213156, -0.45185112541863565]",19.940162565336845,-19.701927810363586,150,[18],[-1.7167849479274113],-0.7002018242826256,"[9, 29, 27, 51, 55, 19, 35, 45, 68, 6]","[2.28513936291354, 2.206873257568337, 1.9528554062201977, 1.8725615121217911, 1.8586148460976735, 1.6798429633454386, 1.6682997044756942, 1.546449591457507, 1.5289708572804002, 1.4871068664762133]","[18, 63, 25, 14, 36, 17, 64, 75, 26, 60]","[-1.7167849479274113, -1.6123169651006155, -1.6069669641282787, -1.599815255492399, -1.5818882040363644, -1.4985350957775316, -1.4901494271529618, -1.4303679038603112, -1.421265800044941, -1.3357861408992109]",49.96331617619789,-49.97989929984268,150,[],[],-0.10263975950715576,"[22, 32, 67, 69, 12, 49, 31, 14, 33, 2]","[3.781671460925411, 3.4206150653235503, 3.3802194781083905, 3.3142724279722144, 2.992707906583879, 2.7018298986071487, 2.6348545186711574, 2.6311789829101273, 2.335351102754653, 2.3288293813149945]","[28, 38, 13, 31, 3, 52, 56, 58, 54, 18]","[-4.516307108311809, -4.34521689713487, -3.5890221492759666, -2.932947907455058, -2.9230458420863537, -2.5330306041073003, -2.4758390826150234, -2.3757772289700503, -2.3181195301559363, -2.195709376103853]",93.42398683636428,-92.32134707685712
23,67,67,[],[],-0.46587789515405653,"[31, 17, 33, 23, 30, 27, 19, 21, 11, 15]","[1.3315938034138828, 0.9504008964858668, 0.8539175378595589, 0.8532911250408219, 0.8349686683528856, 0.6421850324033163, 0.619800422036757, 0.552620848457124, 0.5219076445340923, 0.5054854108119143]","[21, 5, 27, 20, 26, 8, 9, 14, 6, 4]","[-1.3671931045058874, -1.2339948241873375, -1.2233439295283455, -1.1631383851819046, -0.840350834880958, -0.7966124992287476, -0.7327870111707694, -0.5904611323106823, -0.5491249841146785, -0.5210018720631289]",14.296924536285742,-12.831046641131685,67,[],[],-1.1851547236510669,"[29, 26, 22, 7, 14, 25, 12, 17, 8, 27]","[1.377923862216547, 1.32853784264402, 1.2891455080370275, 1.2309057457910078, 1.1880711736278415, 1.135757139798082, 1.014201877005747, 0.9207768064047935, 0.8436224484191654, 0.8151200857708848]","[24, 23, 6, 31, 5, 19, 30, 28, 25, 18]","[-1.4118986768622834, -1.2619119405631922, -1.1633485507652113, -1.0234616858482004, -0.9569810186971012, -0.9060905032337685, -0.8971764103713584, -0.6899015245719298, -0.6655162576470194, -0.5879329218639199]",18.252220208135974,-16.067065484484907,67,[],[],-1.336934209871547,"[27, 30, 15, 22, 26, 9, 8, 17, 13, 25]","[1.6243135013188135, 1.379784963491753, 1.3516213865557785, 1.1960187334265877, 1.194060529127013, 1.138197612787839, 1.1293798331109048, 1.0271357557734884, 0.769473472251867, 0.6684589244575048]","[24, 23, 31, 6, 5, 4, 19, 13, 30, 14]","[-1.705339095329604, -1.5579860956798097, -1.257070082692611, -1.1227761742947788, -0.9679979085984555, -0.795370804608763, -0.7108681379527517, -0.6790296878757917, -0.6717663557554391, -0.6155700401161202]",18.51711297828385,-16.180178768412304
24,77,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0
25,106,106,[41],[-1.2388165852650825],-1.1575403724544753,"[10, 30, 23, 28, 41, 13, 1, 32, 26, 14]","[1.1286547166919418, 1.046275068494468, 1.0396747323208313, 1.0286585230759706, 0.9453070567070798, 0.9168159906913393, 0.884792714420159, 0.8701118808660046, 0.8270310997170931, 0.8058066838244231]","[41, 42, 17, 16, 33, 51, 22, 32, 29, 39]","[-1.2388165852650825, -1.2322406705458444, -1.2141184254432644, -0.9593643844997273, -0.9156080221504632, -0.880487113480362, -0.8231398318294166, -0.8199224201482935, -0.8126888099954455, -0.8003409599636173]",25.10087641750911,-24.182152630319717,106,[24],[-0.8850742461205687],-0.8560534347640552,"[34, 16, 29, 49, 26, 17, 33, 3, 39, 20]","[0.8238066646783786, 0.7783328725272098, 0.7597152452374963, 0.7567944140863233, 0.5606507106892082, 0.5503997713183623, 0.5349891463618294, 0.4873094509932636, 0.44097976868322786, 0.4326037291373359]","[24, 35, 13, 14, 3, 48, 42, 40, 8, 17]","[-0.8850742461205687, -0.7160058398106186, -0.6873672434398973, -0.6809451248773816, -0.680701267874196, -0.5723448736335923, -0.5670230918183004, -0.5233080964558768, -0.5030729993640777, -0.43007460512096535]",14.815819782452468,-13.844840593808982,106,[26],[-0.6113193878808177],-0.3193919215671338,"[24, 34, 15, 27, 3, 49, 16, 33, 14, 39]","[0.6738163848185377, 0.6257929214665983, 0.568001711561548, 0.562130262671701, 0.45895147092296695, 0.44381906136433197, 0.4242807099566495, 0.412455155004642, 0.3999890342042308, 0.38428818850746316]","[26, 35, 15, 39, 42, 14, 4, 24, 18, 17]","[-0.6113193878808177, -0.5982930129779558, -0.5506683955744128, -0.5280798748831299, -0.49633200876559297, -0.4470814468029473, -0.4071481005937901, -0.38571354131022106, -0.3855673978356746, -0.3598254887499274]",12.178045172798308,-11.469972639111992
26,24,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0
27,78,78,"[6, 30, 18, 25, 29, 28, 4, 21, 23, 35]","[-0.15241549864640014, -0.14416307344017543, -0.10633489903370834, -0.10513013375919697, -0.10432437639419759, -0.08864967658656267, -0.08497930121279865, -0.08484565285215477, -0.08018659541445576, -0.07709204183495837]",-0.053567753264932835,"[17, 15, 0, 7, 36, 31, 19, 26, 21, 24]","[0.1690499195707676, 0.14751170402212185, 0.13428172199524097, 0.1254541935443877, 0.10923116467085475, 0.10757365557994766, 0.1045269932971353, 0.07467190292037804, 0.0742088895344128, 0.06392573009074262]","[6, 30, 18, 25, 29, 28, 4, 21, 23, 35]","[-0.15241549864640014, -0.14416307344017543, -0.10633489903370834, -0.10513013375919697, -0.10432437639419759, -0.08864967658656267, -0.08497930121279865, -0.08484565285215477, -0.08018659541445576, -0.07709204183495837]",2.111565750983943,-2.086119246893619,78,"[6, 30, 18, 25, 29, 28, 4, 21, 23, 35]","[-0.15241549864640014, -0.14416307344017543, -0.10633489903370834, -0.10513013375919697, -0.10432437639419759, -0.08864967658656267, -0.08497930121279865, -0.08484565285215477, -0.08018659541445576, -0.07709204183495837]",-0.053567753264932835,"[17, 15, 0, 7, 36, 31, 19, 26, 21, 24]","[0.1690499195707676, 0.14751170402212185, 0.13428172199524097, 0.1254541935443877, 0.10923116467085475, 0.10757365557994766, 0.1045269932971353, 0.07467190292037804, 0.0742088895344128, 0.06392573009074262]","[6, 30, 18, 25, 29, 28, 4, 21, 23, 35]","[-0.15241549864640014, -0.14416307344017543, -0.10633489903370834, -0.10513013375919697, -0.10432437639419759, -0.08864967658656267, -0.08497930121279865, -0.08484565285215477, -0.08018659541445576, -0.07709204183495837]",2.111565750983943,-2.086119246893619,78,"[6, 30, 18, 25, 29, 28, 4, 21, 23, 35]","[-0.15241549864640014, -0.14416307344017543, -0.10633489903370834, -0.10513013375919697, -0.10432437639419759, -0.08864967658656267, -0.08497930121279865, -0.08484565285215477, -0.08018659541445576, -0.07709204183495837]",-0.053567753264932835,"[17, 15, 0, 7, 36, 31, 19, 26, 21, 24]","[0.1690499195707676, 0.14751170402212185, 0.13428172199524097, 0.1254541935443877, 0.10923116467085475, 0.10757365557994766, 0.1045269932971353, 0.07467190292037804, 0.0742088895344128, 0.06392573009074262]","[6, 30, 18, 25, 29, 28, 4, 21, 23, 35]","[-0.15241549864640014, -0.14416307344017543, -0.10633489903370834, -0.10513013375919697, -0.10432437639419759, -0.08864967658656267, -0.08497930121279865, -0.08484565285215477, -0.08018659541445576, -0.07709204183495837]",2.111565750983943,-2.086119246893619
